"Ville","CP","Adresse","Longitude","Latitude","Type","Effectif","superficie","population","noReg","noDept","gn2013","gd2013","pn2013"
"EYGUIERES","13430","Avenue Ren̩ Cassin 13430 EYGUIERES",5.033358,43.68889,"G",,6879.0,6.4,93,"13",1113,590,7314
"ROQUEVAIRE","13360","22 Quartier Le Clauvier 13360 ROQUEVAIRE",5.599916,43.341726,"G",,2399.0,8.5,93,"13",1113,590,7314
"GREASQUE","13850","2 Mont̩e des Brigoulets 13850 GREASQUE",5.541983,43.430115,"G",,622.0,4.0,93,"13",1113,590,7314
"CASSIS","13260","29 Rue de la Ciotat 13260 CASSIS",5.542952,43.215125,"G",,2617.0,7.8,93,"13",1113,590,7314
"AUBAGNE","13400","Caserne Gendarme Alexandre 71 Avenue du 19 Mars 1962 13400 AUBAGNE",5.572279,43.287853,"G",,5484.0,46.6,93,"13",1113,590,7314
"ARLES","13200","28 Rue Fernand Benǫt 13200 ARLES",4.729424,43.41139,"G",,75821.0,53.0,93,"13",1113,590,7314
"CHATEAURENARD","13160","2 Chemin de l'Oratoire 13160 CHATEAURENARD",4.854659,43.886744,"G",,3487.0,15.0,93,"13",1113,590,7314
"ARLES","13200","1 Boulevard des Lices 13200 ARLES",4.632057,43.675084,"G",,75821.0,53.0,93,"13",1113,590,7314
"TRETS","13530","52 Avenue mirabeau 13530 TRETS",5.678345,43.449063,"G",,7015.0,10.3,93,"13",1113,590,7314
"GARDANNE","13120","Avenue Maurel Agricol 13120 GARDANNE",5.473919,43.453114,"G",,2717.0,20.8,93,"13",1113,590,7314
"GRAY","70100","17 Rue Maurice Signard 70100 GRAY",5.594199,47.445262,"G",,2033.0,6.1,43,"70",399,249,134
"LURE","70200","12 Rue Pasteur 70200 LURE",6.496572,47.685814,"G",,623.0,0.1,82,"70",594,342,1443
"LURE","70200","12 Rue Pasteur 70200 LURE",6.496572,47.685814,"G",,623.0,0.1,82,"70",399,249,134
"LURE","70200","12 Rue Pasteur 70200 LURE",6.496572,47.685814,"G",,2464.0,8.3,43,"70",399,249,134
"CHAMPAGNOLE","39300","1 bis Avenue Jean Jaur̬s 39300 CHAMPAGNOLE",5.920328,46.73529,"G",,2011.0,8.1,43,"39",507,259,148
"BAVANS","25550","1 Route de Pr̩sentevillers 25550 BAVANS",6.73011,47.489121,"G",,888.0,3.6,43,"25",513,333,769
"BETHONCOURT","25200","1 Rue du Groupe Doubs-Lizaine 25200 BETHONCOURT",6.80075,47.536636,"G",,660.0,6.0,43,"25",513,333,769
"MIGENNES","89400","18 Avenue Jean Jaur̬s 89400 MIGENNES",3.519515,47.964306,"G",,1662.0,7.4,26,"89",587,321,573
"JOIGNY","89300","10 Rue du Maillet-d'Or 89300 JOIGNY",3.403233,47.982005,"G",,4722.0,10.4,26,"89",587,321,573
"AUXERRE","89000","33 Rue des Migraines 89000 AUXERRE",3.561965,47.802444,"G",,4979.0,36.7,26,"89",587,321,573
"MARCIGNY","71110","6 Rue de Pr̩cy 71110 MARCIGNY",4.039724,46.274225,"G",,808.0,1.9,26,"71",730,415,607
"DIGOIN","71160","13 Rue de Robinson 71160 DIGOIN",3.987698,46.480091,"G",,3513.0,8.5,26,"71",730,415,607
"MACON","71000","196 Rue des Cordiers 71000 MACON",4.826854,46.302451,"G",,2703.0,34.1,26,"71",730,415,607
"FOURCHAMBAULT","58600","22 Rue du Pont 58600 FOURCHAMBAULT",3.079835,47.012551,"G",,444.0,4.7,26,"58",401,230,116
"GENLIS","21110","57 Avenue du G̩n̩ral de Gaulle 21110 GENLIS",5.226347,47.236606,"G",,1213.0,5.6,26,"21",590,325,929
"AUXONNE","21130","2 Rue de Flammerans 21130 AUXONNE",5.399147,47.201454,"G",,4042.0,7.7,26,"21",590,325,929
"LANGRES","52200","21 Avenue de Turenne 52200 LANGRES",5.333889,47.85265,"G",,2315.0,8.1,21,"52",399,195,171
"TROYES","10000","20 bis Quai Dampierre 10000 TROYES",4.076908,48.299457,"G",,1339.0,61.2,21,"10",482,229,440
"RETHEL","8300","15 Avenue du G̩n̩ral de Gaulle 08300 RETHEL",4.362384,49.514371,"G",,1853.0,7.7,21,"08",214,271,383
"FISMES","51170","21 Route de Reims 51170 FISMES",3.690799,49.306595,"G",,1670.0,5.4,21,"51",571,330,1108
"REIMS","51100","2A Rue Bertrand de Mun 51100 REIMS",4.061431,49.251806,"G",,4692.0,180.8,21,"51",571,330,1108
"FELLERING","68470","3 Rue de la Gendarmerie 68470 FELLERING",6.985787,47.892297,"G",,2115.0,1.7,42,"68",857,480,986
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,790.0,0.1,24,"68",555,305,329
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,790.0,0.1,24,"68",857,480,986
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,584.0,0.1,25,"68",760,412,782
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,584.0,0.1,25,"68",857,480,986
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,1791.0,11.3,42,"68",857,480,986
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,334.0,0.4,54,"68",857,480,986
"CERNAY","68700","11 Avenue Albert Schweitzer 68700 CERNAY",7.181858,47.808143,"G",,334.0,0.4,54,"68",517,280,568
"THANN","68800","56 Avenue Gubbio 68800 THANN",7.11463,47.80052,"G",,1243.0,8.0,42,"68",857,480,986
"SIERENTZ","68510","40 Rue Rogg Haas 68510 SIERENTZ",7.460544,47.648606,"G",,1317.0,2.8,42,"68",857,480,986
"ILLZACH","68110","1 Rue de l'Est 68110 ILLZACH",7.356076,47.779265,"G",,747.0,14.7,42,"68",857,480,986
"ROUFFACH","68250","4 Rue de l'Europe 68250 ROUFFACH",7.305906,47.961296,"G",,3999.0,4.6,42,"68",857,480,986
"RIBEAUVILLE","68150","19 Rue du 3 D̩cembre 68150 RIBEAUVILLE",7.320945,48.192247,"G",,362.0,0.1,22,"68",690,380,651
"RIBEAUVILLE","68150","19 Rue du 3 D̩cembre 68150 RIBEAUVILLE",7.320945,48.192247,"G",,362.0,0.1,22,"68",857,480,986
"RIBEAUVILLE","68150","19 Rue du 3 D̩cembre 68150 RIBEAUVILLE",7.320945,48.192247,"G",,3216.0,4.8,42,"68",857,480,986
"MUNSTER","68140","42 Rue de Colmar 68140 MUNSTER",7.154318,48.040965,"G",,659.0,0.2,41,"68",1055,607,2517
"MUNSTER","68140","42 Rue de Colmar 68140 MUNSTER",7.154318,48.040965,"G",,659.0,0.2,41,"68",857,480,986
"MUNSTER","68140","42 Rue de Colmar 68140 MUNSTER",7.154318,48.040965,"G",,880.0,4.9,42,"68",857,480,986
"WISSEMBOURG","67160","Quartier Hoche 9 Rue Vauban 67160 WISSEMBOURG",7.950831,49.033996,"G",,4781.0,7.8,42,"67",950,619,1809
"BARR","67140","27 Rue du G̩n̩ral Vandenberg 67140 BARR",7.460029,48.408397,"G",,2119.0,6.8,42,"67",950,619,1809
"WOLFISHEIM","67202","1A Rue d'Oberhausbergen 67202 WOLFISHEIM",7.669284,48.589381,"G",,568.0,4.0,42,"67",950,619,1809
"LA WANTZENAU","67610","12 Rue des Jonquilles 67610 LA WANTZENAU",7.830781,48.66454,"G",,2532.0,6.0,42,"67",950,619,1809
"BRUMATH","67170","22 Rue Andr̩ Malraux 67170 BRUMATH",7.711346,48.736697,"G",,3133.0,9.8,42,"67",950,619,1809
"BOUXWILLER","67330","12 Rue d'Uttwiller 67330 BOUXWILLER",7.487645,48.833174,"G",,637.0,0.5,42,"67",950,619,1809
"BOUXWILLER","67330","12 Rue d'Uttwiller 67330 BOUXWILLER",7.487645,48.833174,"G",,637.0,0.5,42,"67",857,480,986
"BOUXWILLER","67330","12 Rue d'Uttwiller 67330 BOUXWILLER",7.487645,48.833174,"G",,2594.0,3.9,42,"67",950,619,1809
"WASSELONNE","67310","10 Rue du Wangenberg 67310 WASSELONNE",7.451663,48.632207,"G",,1495.0,5.6,42,"67",950,619,1809
"ROSHEIM","67560","2 Rue des Prunelles 67560 ROSHEIM",7.475443,48.496202,"G",,3003.0,4.8,42,"67",950,619,1809
"MOLSHEIM","67120","29 Route ECOSPACE 67120 MOLSHEIM",7.508666,48.533969,"G",,1068.0,9.3,42,"67",950,619,1809
"BISCHWILLER","67240","2 Rue de l'Artisanat 67240 BISCHWILLER",7.846383,48.76731,"G",,1705.0,12.6,42,"67",950,619,1809
"HAGUENAU","67500","66 Route de Marienthal 67500 HAGUENAU",7.799099,48.802425,"G",,18358.0,34.6,42,"67",950,619,1809
"OBERNAI","67210","39 Avenue des Roseli̬res 67210 OBERNAI",7.503168,48.461489,"G",,2574.0,10.8,42,"67",950,619,1809
"ERSTEIN","67150","1 Rue Victor Schoelcher 67150 ERSTEIN",7.649569,48.421162,"G",,3653.0,10.6,42,"67",950,619,1809
"FEGERSHEIM","67640","14 Rue des Lilas 67640 FEGERSHEIM",7.679121,48.493113,"G",,629.0,5.3,42,"67",950,619,1809
"BENFELD","67230","1 Rue Joseph Siat 67230 BENFELD",7.600037,48.375512,"G",,789.0,5.7,42,"67",950,619,1809
"STRASBOURG","67100","Caserne Ganeval 2 Rue de Molsheim 67100 STRASBOURG",7.735866,48.580935,"G",,7809.0,271.7,42,"67",950,619,1809
"GERARDMER","88400","24 Rue du 152̬me RI 88400 GERARDMER",6.870888,48.067515,"G",,5562.0,8.8,41,"88",529,313,243
"RAMBERVILLERS","88700","1 Avenue du 17̬me BCP 88700 RAMBERVILLERS",6.635133,48.338444,"G",,2068.0,5.6,41,"88",529,313,243
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,365.0,1.7,22,"88",690,380,651
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,365.0,1.7,22,"88",529,313,243
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,611.0,0.2,21,"88",399,195,171
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,611.0,0.2,21,"88",529,313,243
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,2375.0,4.6,41,"88",529,313,243
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,831.0,0.4,83,"88",446,243,374
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,831.0,0.4,83,"88",529,313,243
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,653.0,0.1,26,"88",590,325,929
"CHARMES","88130","30 Avenue du G̩n̩ral de Gaulle 88130 CHARMES",6.300846,48.378097,"G",,653.0,0.1,26,"88",529,313,243
"BRUYERES","88600","20 Rue Poincar̩ 88600 BRUYERES",6.714055,48.215024,"G",,1600.0,3.3,41,"88",529,313,243
"EPINAL","88000","8 Rue du Professeur Roux 88000 EPINAL",6.433803,48.178411,"G",,5937.0,32.8,41,"88",529,313,243
"COMMERCY","55200","10 Rue Gaston Thi̩baut 55200 COMMERCY",5.58878,48.76372,"G",,3560.0,6.4,41,"55",398,211,157
"BACCARAT","54120","4 Rue Emile Gridel 54120 BACCARAT",6.739669,48.443925,"G",,1367.0,4.7,41,"54",605,333,1406
"FROUARD","54390","9 Rue Anatole France 54390 FROUARD",6.139069,48.751949,"G",,1320.0,6.7,41,"54",605,333,1406
"UCKANGE","57270","14 Rue Jean Moulin 57270 UCKANGE",6.143104,49.303834,"G",,547.0,7.1,41,"57",1055,607,2517
"FAMECK","57290","50 Avenue de Metz 57290 FAMECK",6.111667,49.306106,"G",,1273.0,12.2,41,"57",1055,607,2517
"FAREBERSVILLER","57450","2 Rue Fran̤ois Rabelais 57450 FAREBERSVILLER",6.867733,49.11896,"G",,680.0,5.8,41,"57",1055,607,2517
"FAULQUEMONT","57380","10 Rue de la Piscine 57380 FAULQUEMONT",6.59479,49.053816,"G",,1884.0,5.5,41,"57",1055,607,2517
"CREUTZWALD","57150","18 Rue de Longeville 57150 CREUTZWALD",6.694761,49.194272,"G",,2678.0,13.5,41,"57",1055,607,2517
"AMANVILLERS","57865","1 Rue de la Justice 57865 AMANVILLERS",6.040174,49.166546,"G",,978.0,2.1,41,"57",1055,607,2517
"METZ","57000","2 Rue Albert Bettannier 57000 METZ",6.199791,49.104846,"G",,4171.0,121.8,41,"57",1055,607,2517
"MONTMARAULT","3390","1 Route de Moulins 03390 MONTMARAULT",2.95923,46.319404,"G",,909.0,1.6,83,"03",446,243,374
"MOULINS","3000","Quartier Taguin 118 Rue de Paris 03000 MOULINS",3.324811,46.575806,"G",,870.0,19.8,83,"03",446,243,374
"MOULINS","3000","Quartier Taguin 118 Rue de Paris 03000 MOULINS",3.324811,46.575806,"G",,155.0,0.1,22,"03",690,380,651
"MOULINS","3000","Quartier Taguin 118 Rue de Paris 03000 MOULINS",3.324811,46.575806,"G",,155.0,0.1,22,"03",446,243,374
"MOULINS","3000","Quartier Taguin 118 Rue de Paris 03000 MOULINS",3.324811,46.575806,"G",,1540.0,0.7,53,"03",446,243,374
"MOULINS","3000","Quartier Taguin 118 Rue de Paris 03000 MOULINS",3.324811,46.575806,"G",,1540.0,0.7,53,"03",878,555,2076
"CHAMALIERES","63400","2 Avenue Fontmaure 63400 CHAMALIERES",3.062375,45.776436,"G",,376.0,17.1,83,"63",750,424,1204
"ROMAGNAT","63540","18 Avenue Jean Moulin 63540 ROMAGNAT",3.102001,45.736272,"G",,1693.0,8.1,83,"63",750,424,1204
"ABONDANCE","74360","74360 ABONDANCE",6.735505,46.265806,"G",,5871.0,1.3,82,"74",968,517,544
"BONNEVILLE","74130","789 Avenue de Gen̬ve 74130 BONNEVILLE",6.401112,46.085267,"G",,1016.0,0.2,54,"74",426,251,280
"BONNEVILLE","74130","789 Avenue de Gen̬ve 74130 BONNEVILLE",6.401112,46.085267,"G",,1016.0,0.2,54,"74",968,517,544
"BONNEVILLE","74130","789 Avenue de Gen̬ve 74130 BONNEVILLE",6.401112,46.085267,"G",,1022.0,0.3,22,"74",968,517,544
"BONNEVILLE","74130","789 Avenue de Gen̬ve 74130 BONNEVILLE",6.401112,46.085267,"G",,1022.0,0.3,22,"74",726,364,529
"BONNEVILLE","74130","789 Avenue de Gen̬ve 74130 BONNEVILLE",6.401112,46.085267,"G",,2724.0,11.9,82,"74",968,517,544
"THONES","74230","Rue Saint-Blaise 74230 THONES",6.317547,45.88406,"G",,5223.0,5.9,82,"74",968,517,544
"ANNECY","74000","Quartier Dessaix 33 Avenue de la Plaine 74000 ANNECY",6.130073,45.914146,"G",,1595.0,50.3,82,"74",968,517,544
"MODANE","73500","Caserne Loutraz Rue de la Vanoise 73500 MODANE",6.664039,45.200594,"G",,7455.0,3.6,82,"73",632,315,487
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,2149.0,0.2,24,"73",555,305,329
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,2149.0,0.2,24,"73",632,315,487
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,1784.0,0.9,53,"73",878,555,2076
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,1784.0,0.9,53,"73",632,315,487
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,313.0,3.9,82,"73",632,315,487
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,677.0,1.8,41,"73",605,333,1406
"MOUTIERS","73600","251 Rue de la Sous-Pr̩fecture 73600 MOUTIERS",6.535408,45.4838,"G",,677.0,1.8,41,"73",632,315,487
"BOZEL","73350","Rue des Ecoles 73350 BOZEL",6.64957,45.443447,"G",,2871.0,2.0,82,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,606.0,0.2,91,"73",1115,659,1812
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,606.0,0.2,91,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,852.0,0.4,73,"73",1151,692,2792
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,852.0,0.4,73,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,1287.0,1.0,31,"73",1378,809,6854
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,1287.0,1.0,31,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,862.0,0.6,82,"73",1536,891,1124
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,862.0,0.6,82,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,1319.0,1.0,43,"73",507,259,148
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,1319.0,1.0,43,"73",632,315,487
"BEAUFORT","73270","Mont̩e La Roche 73270 BEAUFORT",6.573934,45.720341,"G",,15275.0,2.2,82,"73",632,315,487
"AIME","73210","500 Avenue de la Tarentaise 73210 AIME",6.639333,45.553591,"G",,5059.0,3.5,82,"73",632,315,487
"CHINDRIEUX","73310","79 Chemin des Chǫtres 73310 CHINDRIEUX",5.839102,45.813165,"G",,2028.0,1.2,82,"73",632,315,487
"LE CHATELARD","73630","Route du Champet 73630 LE CHATELARD",6.127504,45.687422,"G",,1787.0,0.6,82,"73",632,315,487
"CHAMBERY","73000","Caserne Woehrl̩ 28 Rue de Sonnaz 73000 CHAMBERY",5.914614,45.601618,"G",,2121.0,56.5,82,"73",632,315,487
"PELUSSIN","42410","2 Rue de la Qui̩tude 42410 PELUSSIN",4.682094,45.418891,"G",,3238.0,3.5,82,"42",594,342,1443
"MONTBRISON","42600","4 Place des Comtes de Forez 42600 MONTBRISON",4.068403,45.604232,"G",,1629.0,15.0,82,"42",594,342,1443
"LA VERPILLIERE","38290","358 Chemin du 1er Gua 38290 LA VERPILLIERE",5.149702,45.633865,"G",,669.0,6.4,82,"38",1536,891,1124
"ROUSSILLON","38150","19 Rue Fernand L̩ger 38150 ROUSSILLON",4.812586,45.36958,"G",,3016.0,1.3,93,"38",1536,891,1124
"ROUSSILLON","38150","19 Rue Fernand L̩ger 38150 ROUSSILLON",4.812586,45.36958,"G",,3016.0,1.3,93,"38",706,405,766
"ROUSSILLON","38150","19 Rue Fernand L̩ger 38150 ROUSSILLON",4.812586,45.36958,"G",,1179.0,8.0,82,"38",1536,891,1124
"CREMIEU","38460","Impasse des Jardins-du-Ch̢teau 38460 CREMIEU",5.246533,45.725977,"G",,620.0,3.3,82,"38",1536,891,1124
"VOREPPE","38340","55 Rue du Peuil 38340 VOREPPE",5.650238,45.277415,"G",,2907.0,9.7,82,"38",1536,891,1124
"VIF","38450","1 Avenue du 8 Mai 1945 38450 VIF",5.677994,45.053575,"G",,2731.0,8.1,82,"38",1536,891,1124
"SASSENAGE","38360","1 Rue Lesdigui̬res 38360 SASSENAGE",5.664701,45.210266,"G",,1328.0,10.9,82,"38",1536,891,1124
"GRIGNAN","26230","14 Rue de la Gendarmerie 26230 GRIGNAN",4.906006,44.420914,"G",,4422.0,1.6,82,"26",719,368,622
"NYONS","26110","52 Avenue Fr̩deric Mistral 26110 NYONS",5.125652,44.356075,"G",,2354.0,7.1,82,"26",719,368,622
"PIERRELATTE","26700","1 Place de la Poste 26700 PIERRELATTE",4.69978,44.376911,"G",,4944.0,13.1,82,"26",719,368,622
"DONZERE","26290","630 Avenue Jean Moulin 26290 DONZERE",4.710021,44.438339,"G",,3244.0,5.2,82,"26",719,368,622
"CHABEUIL","26120","51 Avenue de Romans 26120 CHABEUIL",5.019842,44.904588,"G",,4001.0,6.6,82,"26",719,368,622
"MONTLUEL","1120","892 Route de Jailleux 01120 MONTLUEL",5.049124,45.860462,"G",,4009.0,6.9,82,"01",887,509,301
"MIRIBEL","1700","272 Avenue de Saint-Maurice 01700 MIRIBEL",4.968307,45.830308,"G",,2439.0,9.0,82,"01",887,509,301
"MIRIBEL","1700","272 Avenue de Saint-Maurice 01700 MIRIBEL",4.968307,45.830308,"G",,662.0,0.3,82,"01",887,509,301
"MIRIBEL","1700","272 Avenue de Saint-Maurice 01700 MIRIBEL",4.968307,45.830308,"G",,662.0,0.3,82,"01",719,368,622
"MEXIMIEUX","1800","80 Route de Lyon 01800 MEXIMIEUX",5.187224,45.899546,"G",,1354.0,7.3,82,"01",887,509,301
"ORNEX","1210","100 Rue de la Gendarmerie 01210 ORNEX",6.10238,46.262847,"G",,566.0,3.3,82,"01",887,509,301
"TARARE","69170","15 Rue Etienne Dolet 69170 TARARE",4.436594,45.895127,"G",,1407.0,10.2,82,"69",1064,642,5858
"BELLEVILLE","69220","81 Boulevard Rosselli 69220 BELLEVILLE",4.734991,46.108715,"G",,1180.0,0.1,54,"69",1064,642,5858
"BELLEVILLE","69220","81 Boulevard Rosselli 69220 BELLEVILLE",4.734991,46.108715,"G",,1180.0,0.1,54,"69",441,257,198
"BELLEVILLE","69220","81 Boulevard Rosselli 69220 BELLEVILLE",4.734991,46.108715,"G",,1043.0,1.5,41,"69",605,333,1406
"BELLEVILLE","69220","81 Boulevard Rosselli 69220 BELLEVILLE",4.734991,46.108715,"G",,1043.0,1.5,41,"69",1064,642,5858
"BELLEVILLE","69220","81 Boulevard Rosselli 69220 BELLEVILLE",4.734991,46.108715,"G",,1041.0,7.5,82,"69",1064,642,5858
"ANSE","69480","947 Avenue de l'Europe 69480 ANSE",4.712877,45.939061,"G",,1536.0,5.6,82,"69",1064,642,5858
"MORNANT","69440","1 Rue Louis Guillaumond 69440 MORNANT",4.678122,45.61908,"G",,1574.0,5.4,82,"69",1064,642,5858
"VAUGNERAY","69670","7 Rue des Ecoles 69670 VAUGNERAY",4.658703,45.735267,"G",,2250.0,4.9,82,"69",1064,642,5858
"CORBAS","69960","48 Rue de l'Aviation 69960 CORBAS",4.904071,45.666627,"G",,1188.0,9.8,82,"69",1064,642,5858
"LIMONEST","69760","108 Avenue du G̩n̩ral de Gaulle 69760 LIMONEST",4.771546,45.837286,"G",,912.0,3.1,82,"69",1064,642,5858
"DARDILLY","69570","35 Avenue de Verdun 69570 DARDILLY",4.750958,45.813063,"G",,1399.0,8.4,82,"69",1064,642,5858
"PUYLAURENS","81700","Route de Revel 81700 PUYLAURENS",2.009582,43.572784,"G",,8204.0,3.1,73,"81",462,297,383
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,147.0,0.0,43,"69",507,259,148
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,147.0,0.0,43,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,3222.0,0.2,26,"69",590,325,929
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,3222.0,0.2,26,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,2413.0,1.2,23,"69",847,466,366
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,2413.0,1.2,23,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,957.0,0.1,25,"69",447,254,210
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,957.0,0.1,25,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,823.0,12.6,82,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,1105.0,0.3,41,"69",605,333,1406
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,1105.0,0.3,41,"69",1064,642,5858
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,939.0,0.2,21,"69",571,330,1108
"FRANCHEVILLE","69340","10 bis Chemin de Torey 69340 FRANCHEVILLE",4.755424,45.748935,"G",,939.0,0.2,21,"69",1064,642,5858
"GRAULHET","81300","42 Place Bosquet 81300 GRAULHET",1.984968,43.764519,"G",,5751.0,12.1,73,"81",462,297,383
"FIGEAC","46100","Place du 12 Mai 1944 46100 FIGEAC",2.029101,44.610651,"G",,3533.0,9.8,73,"46",365,189,98
"AUCH","32000","Caserne G̩n̩ral Lagrange 2 Rue Jean de la Fontaine 32000 AUCH",0.595313,43.64031,"G",,7340.0,21.8,73,"32",342,205,82
"SAVERDUN","9700","Caserne Gendarme Saint-Martin 1076 Route d'Espagne 09700 SAVERDUN",1.588353,43.231824,"G",,6211.0,4.5,73,"09",340,190,126
"MIREPOIX","9500","Avenue Gabriel Faur̩ 09500 MIREPOIX",1.863675,43.088525,"G",,4767.0,3.1,73,"09",340,190,126
"MIREPOIX","9500","Avenue Gabriel Faur̩ 09500 MIREPOIX",1.863675,43.088525,"G",,734.0,0.2,73,"09",340,190,126
"MIREPOIX","9500","Avenue Gabriel Faur̩ 09500 MIREPOIX",1.863675,43.088525,"G",,734.0,0.2,73,"09",342,205,82
"LAVELANET","9300","5 bis Avenue L̩on Blum 09300 LAVELANET",1.838464,42.925393,"G",,1278.0,6.6,73,"09",340,190,126
"MURET","31600","79 Avenue des Pyr̩n̩es 31600 MURET",1.32049,43.451653,"G",,5837.0,23.4,73,"31",1151,692,2792
"LEGUEVIN","31490","20 All̩e des Cordeliers 31490 LEGUEVIN",1.257524,43.601983,"G",,2471.0,8.4,73,"31",1151,692,2792
"LA COURTINE","23100","Rue du 8 Mai 1945 23100 LA COURTINE",2.260327,45.70359,"G",,4168.0,0.9,74,"23",298,175,70
"TULLE","19000","Caserne Lovy 15 Rue de la Botte 19000 TULLE",1.775526,45.27461,"G",,2469.0,15.4,74,"19",420,228,236
"AMBAZAC","87240","1 Rue Vincent Van Gogh 87240 AMBAZAC",1.395695,45.946516,"G",,5845.0,5.4,74,"87",413,211,801
"BRESSUIRE","79300","Caserne Gendarme Haussy 17 Rue du Docteur Fleming 79300 BRESSUIRE",-0.487642,46.839015,"G",,18202.0,18.6,54,"79",441,257,198
"SAUJON","17600","1 Rue Jean Jaur̬s 17600 SAUJON",-0.924318,45.67183,"G",,1868.0,6.6,54,"17",711,409,733
